id,name,averagePricePerUnit,regularSaleVelocity,universalisUrl,amount,amountTotalPrice,costItemId,costItemAmount,costItemName
17574,Flannel,163,2.89,https://universalis.app/market/17574,1,163,25199,200,White Crafters' Scrip
5702,Craftsman's Competence Materia IV,203,24.21,https://universalis.app/market/5702,1,203,25199,25,White Crafters' Scrip
5707,Craftsman's Cunning Materia IV,1127,57.32,https://universalis.app/market/5707,1,1127,25199,25,White Crafters' Scrip
5712,Craftsman's Command Materia IV,506,26.93,https://universalis.app/market/5712,1,506,25199,25,White Crafters' Scrip
5703,Craftsman's Competence Materia V,387,15.75,https://universalis.app/market/5703,1,387,25199,200,White Crafters' Scrip
5708,Craftsman's Cunning Materia V,6363,50.89,https://universalis.app/market/5708,1,6363,25199,200,White Crafters' Scrip
5713,Craftsman's Command Materia V,627,21.68,https://universalis.app/market/5713,1,627,25199,200,White Crafters' Scrip
18025,Craftsman's Competence Materia VI,281,16.25,https://universalis.app/market/18025,1,281,25199,200,White Crafters' Scrip
18026,Craftsman's Cunning Materia VI,781,27.79,https://universalis.app/market/18026,1,781,25199,200,White Crafters' Scrip
18027,Craftsman's Command Materia VI,259,14.57,https://universalis.app/market/18027,1,259,25199,200,White Crafters' Scrip
25194,Craftsman's Competence Materia VII,663,14.46,https://universalis.app/market/25194,1,663,25199,200,White Crafters' Scrip
25195,Craftsman's Cunning Materia VII,7665,315.25,https://universalis.app/market/25195,1,7665,25199,200,White Crafters' Scrip
25196,Craftsman's Command Materia VII,1282,16.61,https://universalis.app/market/25196,1,1282,25199,200,White Crafters' Scrip
26735,Craftsman's Competence Materia VIII,222,15.21,https://universalis.app/market/26735,1,222,25199,250,White Crafters' Scrip
26736,Craftsman's Cunning Materia VIII,392,21.61,https://universalis.app/market/26736,1,392,25199,250,White Crafters' Scrip
26737,Craftsman's Command Materia VIII,838,29.04,https://universalis.app/market/26737,1,838,25199,250,White Crafters' Scrip
33925,Craftsman's Competence Materia IX,2461,255.43,https://universalis.app/market/33925,1,2461,25199,250,White Crafters' Scrip
33926,Craftsman's Cunning Materia IX,4462,231.86,https://universalis.app/market/33926,1,4462,25199,250,White Crafters' Scrip
33927,Craftsman's Command Materia IX,6764,589.29,https://universalis.app/market/33927,1,6764,25199,250,White Crafters' Scrip
5703,Craftsman's Competence Materia V,387,15.75,https://universalis.app/market/5703,1,387,16783,1,Mhachi Demimatter
5708,Craftsman's Cunning Materia V,6363,50.89,https://universalis.app/market/5708,1,6363,16783,1,Mhachi Demimatter
5713,Craftsman's Command Materia V,627,21.68,https://universalis.app/market/5713,1,627,16783,1,Mhachi Demimatter
18025,Craftsman's Competence Materia VI,281,16.25,https://universalis.app/market/18025,1,281,18031,1,Cracked Crystal
18026,Craftsman's Cunning Materia VI,781,27.79,https://universalis.app/market/18026,1,781,18031,1,Cracked Crystal
18027,Craftsman's Command Materia VI,259,14.57,https://universalis.app/market/18027,1,259,18031,1,Cracked Crystal
25194,Craftsman's Competence Materia VII,663,14.46,https://universalis.app/market/25194,1,663,26820,1,Cracked Planicrystal
25195,Craftsman's Cunning Materia VII,7665,315.25,https://universalis.app/market/25195,1,7665,26820,1,Cracked Planicrystal
25196,Craftsman's Command Materia VII,1282,16.61,https://universalis.app/market/25196,1,1282,26820,1,Cracked Planicrystal
26735,Craftsman's Competence Materia VIII,222,15.21,https://universalis.app/market/26735,1,222,26822,1,Cracked Stellacrystal
26736,Craftsman's Cunning Materia VIII,392,21.61,https://universalis.app/market/26736,1,392,26822,1,Cracked Stellacrystal
26737,Craftsman's Command Materia VIII,838,29.04,https://universalis.app/market/26737,1,838,26822,1,Cracked Stellacrystal
33925,Craftsman's Competence Materia IX,2461,255.43,https://universalis.app/market/33925,1,2461,36026,1,Cracked Dendrocrystal
33926,Craftsman's Cunning Materia IX,4462,231.86,https://universalis.app/market/33926,1,4462,36026,1,Cracked Dendrocrystal
33927,Craftsman's Command Materia IX,6764,589.29,https://universalis.app/market/33927,1,6764,36026,1,Cracked Dendrocrystal
33938,Craftsman's Competence Materia X,6394,149.43,https://universalis.app/market/33938,1,6394,36028,1,Cracked Anthocrystal
33939,Craftsman's Cunning Materia X,1246,108.18,https://universalis.app/market/33939,1,1246,36028,1,Cracked Anthocrystal
33940,Craftsman's Command Materia X,11880,301.21,https://universalis.app/market/33940,1,11880,36028,1,Cracked Anthocrystal
12708,Red Balloon,35,22.43,https://universalis.app/market/12708,1,35,25200,1,White Gatherers' Scrip
12709,Magma Worm,54,22.71,https://universalis.app/market/12709,1,54,25200,1,White Gatherers' Scrip
12710,Fiend Worm,345,32.64,https://universalis.app/market/12710,1,345,25200,1,White Gatherers' Scrip
12711,Brute Leech,360,91.18,https://universalis.app/market/12711,1,360,25200,1,White Gatherers' Scrip
12712,Giant Crane Fly,674,112.21,https://universalis.app/market/12712,1,674,25200,1,White Gatherers' Scrip
33849,Freedom Orchestrion Roll,22499,0.11,https://universalis.app/market/33849,1,22499,25200,200,White Gatherers' Scrip
13750,Sphalerite,3387,19,https://universalis.app/market/13750,1,3387,25200,10,White Gatherers' Scrip
13753,Cloud Cotton Boll,750,2.36,https://universalis.app/market/13753,1,750,25200,10,White Gatherers' Scrip
13733,Pterodactyl,12768,0.75,https://universalis.app/market/13733,1,12768,25200,20,White Gatherers' Scrip
13736,Gem Marimo,6999,3.29,https://universalis.app/market/13736,1,6999,25200,10,White Gatherers' Scrip
13745,Dinosaur Leather,1785,6.93,https://universalis.app/market/13745,1,1785,25200,75,White Gatherers' Scrip
13744,Wind Silk,5564,1.93,https://universalis.app/market/13744,1,5564,25200,75,White Gatherers' Scrip
15945,Pellitory,11,2.43,https://universalis.app/market/15945,1,11,25200,200,White Gatherers' Scrip
16907,New World Macrame,216,4.86,https://universalis.app/market/16907,1,216,25200,200,White Gatherers' Scrip
16906,Wool Top,22,2.39,https://universalis.app/market/16906,1,22,25200,200,White Gatherers' Scrip
17574,Flannel,163,2.89,https://universalis.app/market/17574,1,163,25200,200,White Gatherers' Scrip
5687,Gatherer's Guerdon Materia IV,515,15.18,https://universalis.app/market/5687,1,515,25200,25,White Gatherers' Scrip
5692,Gatherer's Guile Materia IV,312,11.71,https://universalis.app/market/5692,1,312,25200,25,White Gatherers' Scrip
5697,Gatherer's Grasp Materia IV,147,12.57,https://universalis.app/market/5697,1,147,25200,25,White Gatherers' Scrip
5688,Gatherer's Guerdon Materia V,810,18.86,https://universalis.app/market/5688,1,810,25200,200,White Gatherers' Scrip
5693,Gatherer's Guile Materia V,722,13.75,https://universalis.app/market/5693,1,722,25200,200,White Gatherers' Scrip
5698,Gatherer's Grasp Materia V,382,8.89,https://universalis.app/market/5698,1,382,25200,200,White Gatherers' Scrip
18022,Gatherer's Guerdon Materia VI,516,19.07,https://universalis.app/market/18022,1,516,25200,200,White Gatherers' Scrip
18023,Gatherer's Guile Materia VI,218,9.93,https://universalis.app/market/18023,1,218,25200,200,White Gatherers' Scrip
18024,Gatherer's Grasp Materia VI,201,8.32,https://universalis.app/market/18024,1,201,25200,200,White Gatherers' Scrip
25191,Gatherer's Guerdon Materia VII,4307,28.79,https://universalis.app/market/25191,1,4307,25200,200,White Gatherers' Scrip
25192,Gatherer's Guile Materia VII,763,15.25,https://universalis.app/market/25192,1,763,25200,200,White Gatherers' Scrip
25193,Gatherer's Grasp Materia VII,3421,28.39,https://universalis.app/market/25193,1,3421,25200,200,White Gatherers' Scrip
26732,Gatherer's Guerdon Materia VIII,1214,33.14,https://universalis.app/market/26732,1,1214,25200,250,White Gatherers' Scrip
26733,Gatherer's Guile Materia VIII,744,32.07,https://universalis.app/market/26733,1,744,25200,250,White Gatherers' Scrip
26734,Gatherer's Grasp Materia VIII,279,8.14,https://universalis.app/market/26734,1,279,25200,250,White Gatherers' Scrip
33922,Gatherer's Guerdon Materia IX,7163,306.54,https://universalis.app/market/33922,1,7163,25200,250,White Gatherers' Scrip
33923,Gatherer's Guile Materia IX,7211,247.14,https://universalis.app/market/33923,1,7211,25200,250,White Gatherers' Scrip
33924,Gatherer's Grasp Materia IX,6946,195.93,https://universalis.app/market/33924,1,6946,25200,250,White Gatherers' Scrip
5688,Gatherer's Guerdon Materia V,810,18.86,https://universalis.app/market/5688,1,810,16783,1,Mhachi Demimatter
5693,Gatherer's Guile Materia V,722,13.75,https://universalis.app/market/5693,1,722,16783,1,Mhachi Demimatter
5698,Gatherer's Grasp Materia V,382,8.89,https://universalis.app/market/5698,1,382,16783,1,Mhachi Demimatter
18022,Gatherer's Guerdon Materia VI,516,19.07,https://universalis.app/market/18022,1,516,18031,1,Cracked Crystal
18023,Gatherer's Guile Materia VI,218,9.93,https://universalis.app/market/18023,1,218,18031,1,Cracked Crystal
18024,Gatherer's Grasp Materia VI,201,8.32,https://universalis.app/market/18024,1,201,18031,1,Cracked Crystal
25191,Gatherer's Guerdon Materia VII,4307,28.79,https://universalis.app/market/25191,1,4307,26820,1,Cracked Planicrystal
25192,Gatherer's Guile Materia VII,763,15.25,https://universalis.app/market/25192,1,763,26820,1,Cracked Planicrystal
25193,Gatherer's Grasp Materia VII,3421,28.39,https://universalis.app/market/25193,1,3421,26820,1,Cracked Planicrystal
26732,Gatherer's Guerdon Materia VIII,1214,33.14,https://universalis.app/market/26732,1,1214,26822,1,Cracked Stellacrystal
26733,Gatherer's Guile Materia VIII,744,32.07,https://universalis.app/market/26733,1,744,26822,1,Cracked Stellacrystal
26734,Gatherer's Grasp Materia VIII,279,8.14,https://universalis.app/market/26734,1,279,26822,1,Cracked Stellacrystal
33922,Gatherer's Guerdon Materia IX,7163,306.54,https://universalis.app/market/33922,1,7163,36026,1,Cracked Dendrocrystal
33923,Gatherer's Guile Materia IX,7211,247.14,https://universalis.app/market/33923,1,7211,36026,1,Cracked Dendrocrystal
33924,Gatherer's Grasp Materia IX,6946,195.93,https://universalis.app/market/33924,1,6946,36026,1,Cracked Dendrocrystal
33935,Gatherer's Guerdon Materia X,5953,242.86,https://universalis.app/market/33935,1,5953,36028,1,Cracked Anthocrystal
33936,Gatherer's Guile Materia X,4925,137.89,https://universalis.app/market/33936,1,4925,36028,1,Cracked Anthocrystal
33937,Gatherer's Grasp Materia X,1147,97.5,https://universalis.app/market/33937,1,1147,36028,1,Cracked Anthocrystal
19935,Scarlet Urushi,283,57.54,https://universalis.app/market/19935,1,283,28,10,Allagan Tomestone of Poetics
19960,Domacoat,104,11.07,https://universalis.app/market/19960,1,104,28,10,Allagan Tomestone of Poetics
19961,Bone Charcoal,271,18.54,https://universalis.app/market/19961,1,271,28,10,Allagan Tomestone of Poetics
19992,Doman Weave,18,3.25,https://universalis.app/market/19992,1,18,28,10,Allagan Tomestone of Poetics
20005,Forbidden Wax,189,8.5,https://universalis.app/market/20005,1,189,28,10,Allagan Tomestone of Poetics
22416,Thavnairian Adhesive,370,8.18,https://universalis.app/market/22416,1,370,28,10,Allagan Tomestone of Poetics
22412,Thavnairian Resin,697,1.68,https://universalis.app/market/22412,1,697,28,10,Allagan Tomestone of Poetics
22413,Thavnairian Abrasive,91,3.96,https://universalis.app/market/22413,1,91,28,10,Allagan Tomestone of Poetics
22414,Thavnairian Cotton,117,10.86,https://universalis.app/market/22414,1,117,28,10,Allagan Tomestone of Poetics
22421,Ground Sloth Pelt,271,7.75,https://universalis.app/market/22421,1,271,28,10,Allagan Tomestone of Poetics
22415,Thavnairian Alumen,852,2.71,https://universalis.app/market/22415,1,852,28,10,Allagan Tomestone of Poetics
24245,Gyr Abanian Carbon Rods,275,11.04,https://universalis.app/market/24245,1,275,28,20,Allagan Tomestone of Poetics
24247,Stardust Cotton Yarn,52,0.54,https://universalis.app/market/24247,1,52,28,20,Allagan Tomestone of Poetics
21279,Impact Orchestrion Roll,28816,0.14,https://universalis.app/market/21279,1,28816,28,1600,Allagan Tomestone of Poetics
22477,He Rises Above Orchestrion Roll,55896,0.07,https://universalis.app/market/22477,1,55896,28,1600,Allagan Tomestone of Poetics
24299,"Final, Not Final Orchestrion Roll",36533,0.61,https://universalis.app/market/24299,1,36533,19117,2,Deltascape Bolt
24304,Dancing Mad - Movement IV Orchestrion Roll,333979,0.43,https://universalis.app/market/24304,1,333979,21780,2,Sigmascape Bolt
24342,From the Heavens Orchestrion Roll,84947,0.07,https://universalis.app/market/24342,1,84947,23969,2,Alphascape Bolt
24504,Level Checker Replica,18057,1.07,https://universalis.app/market/24504,1,18057,19122,1,Deltascape Crystalloid
18011,Piety Materia VI,158,7.57,https://universalis.app/market/18011,1,158,28,100,Allagan Tomestone of Poetics
18018,Heavens' Eye Materia VI,444,35.39,https://universalis.app/market/18018,1,444,28,100,Allagan Tomestone of Poetics
18019,Savage Aim Materia VI,317,74.32,https://universalis.app/market/18019,1,317,28,100,Allagan Tomestone of Poetics
18020,Savage Might Materia VI,442,40.04,https://universalis.app/market/18020,1,442,28,100,Allagan Tomestone of Poetics
18021,Battledance Materia VI,181,10.79,https://universalis.app/market/18021,1,181,28,100,Allagan Tomestone of Poetics
18028,Quickarm Materia VI,530,14.36,https://universalis.app/market/18028,1,530,28,100,Allagan Tomestone of Poetics
18029,Quicktongue Materia VI,244,16.04,https://universalis.app/market/18029,1,244,28,100,Allagan Tomestone of Poetics
5633,Piety Materia V,108,18.04,https://universalis.app/market/5633,1,108,15110,1,Mhachi Matter
5668,Heavens' Eye Materia V,143,72.18,https://universalis.app/market/5668,1,143,15110,1,Mhachi Matter
5673,Savage Aim Materia V,181,92.5,https://universalis.app/market/5673,1,181,15110,1,Mhachi Matter
5678,Savage Might Materia V,110,66.43,https://universalis.app/market/5678,1,110,15110,1,Mhachi Matter
5683,Battledance Materia V,110,25.39,https://universalis.app/market/5683,1,110,15110,1,Mhachi Matter
5718,Quickarm Materia V,166,47.68,https://universalis.app/market/5718,1,166,15110,1,Mhachi Matter
5723,Quicktongue Materia V,127,39,https://universalis.app/market/5723,1,127,15110,1,Mhachi Matter
18011,Piety Materia VI,158,7.57,https://universalis.app/market/18011,1,158,18030,1,Cracked Cluster
18018,Heavens' Eye Materia VI,444,35.39,https://universalis.app/market/18018,1,444,18030,1,Cracked Cluster
18019,Savage Aim Materia VI,317,74.32,https://universalis.app/market/18019,1,317,18030,1,Cracked Cluster
18020,Savage Might Materia VI,442,40.04,https://universalis.app/market/18020,1,442,18030,1,Cracked Cluster
18021,Battledance Materia VI,181,10.79,https://universalis.app/market/18021,1,181,18030,1,Cracked Cluster
18028,Quickarm Materia VI,530,14.36,https://universalis.app/market/18028,1,530,18030,1,Cracked Cluster
18029,Quicktongue Materia VI,244,16.04,https://universalis.app/market/18029,1,244,18030,1,Cracked Cluster
25186,Piety Materia VII,233,30.07,https://universalis.app/market/25186,1,233,26819,1,Cracked Planicluster
25187,Heavens' Eye Materia VII,210,39.25,https://universalis.app/market/25187,1,210,26819,1,Cracked Planicluster
25188,Savage Aim Materia VII,214,94.79,https://universalis.app/market/25188,1,214,26819,1,Cracked Planicluster
25189,Savage Might Materia VII,210,74.25,https://universalis.app/market/25189,1,210,26819,1,Cracked Planicluster
25190,Battledance Materia VII,155,23.89,https://universalis.app/market/25190,1,155,26819,1,Cracked Planicluster
25197,Quickarm Materia VII,196,51.57,https://universalis.app/market/25197,1,196,26819,1,Cracked Planicluster
25198,Quicktongue Materia VII,139,32.75,https://universalis.app/market/25198,1,139,26819,1,Cracked Planicluster
26727,Piety Materia VIII,169,6.04,https://universalis.app/market/26727,1,169,26821,1,Cracked Stellacluster
26728,Heavens' Eye Materia VIII,781,84.36,https://universalis.app/market/26728,1,781,26821,1,Cracked Stellacluster
26729,Savage Aim Materia VIII,734,122.54,https://universalis.app/market/26729,1,734,26821,1,Cracked Stellacluster
26730,Savage Might Materia VIII,994,73.89,https://universalis.app/market/26730,1,994,26821,1,Cracked Stellacluster
26731,Battledance Materia VIII,171,12.57,https://universalis.app/market/26731,1,171,26821,1,Cracked Stellacluster
26738,Quickarm Materia VIII,211,17.64,https://universalis.app/market/26738,1,211,26821,1,Cracked Stellacluster
26739,Quicktongue Materia VIII,1091,34.07,https://universalis.app/market/26739,1,1091,26821,1,Cracked Stellacluster
33917,Piety Materia IX,247,143.96,https://universalis.app/market/33917,1,247,36025,1,Cracked Dendrocluster
33918,Heavens' Eye Materia IX,1144,533.11,https://universalis.app/market/33918,1,1144,36025,1,Cracked Dendrocluster
33919,Savage Aim Materia IX,865,638.71,https://universalis.app/market/33919,1,865,36025,1,Cracked Dendrocluster
33920,Savage Might Materia IX,801,429.61,https://universalis.app/market/33920,1,801,36025,1,Cracked Dendrocluster
33921,Battledance Materia IX,259,150.86,https://universalis.app/market/33921,1,259,36025,1,Cracked Dendrocluster
33928,Quickarm Materia IX,302,200.21,https://universalis.app/market/33928,1,302,36025,1,Cracked Dendrocluster
33929,Quicktongue Materia IX,313,180.18,https://universalis.app/market/33929,1,313,36025,1,Cracked Dendrocluster
33930,Piety Materia X,332,50.89,https://universalis.app/market/33930,1,332,36027,1,Cracked Anthocluster
33931,Heavens' Eye Materia X,3198,327.29,https://universalis.app/market/33931,1,3198,36027,1,Cracked Anthocluster
33932,Savage Aim Materia X,2579,390.25,https://universalis.app/market/33932,1,2579,36027,1,Cracked Anthocluster
33933,Savage Might Materia X,2314,237.68,https://universalis.app/market/33933,1,2314,36027,1,Cracked Anthocluster
33934,Battledance Materia X,380,60.46,https://universalis.app/market/33934,1,380,36027,1,Cracked Anthocluster
33941,Quickarm Materia X,583,76.25,https://universalis.app/market/33941,1,583,36027,1,Cracked Anthocluster
33942,Quicktongue Materia X,1156,85.18,https://universalis.app/market/33942,1,1156,36027,1,Cracked Anthocluster
19527,Doman Iron Halfheart Saw,2630,0.21,https://universalis.app/market/19527,1,2630,25199,240,White Crafters' Scrip
19528,Doman Iron Lump Hammer,1117,0.36,https://universalis.app/market/19528,1,1117,25199,240,White Crafters' Scrip
19529,Doman Iron Raising Hammer,2999,0.14,https://universalis.app/market/19529,1,2999,25199,240,White Crafters' Scrip
19530,Durium Texture Hammer,3630,0.11,https://universalis.app/market/19530,1,3630,25199,240,White Crafters' Scrip
19531,Doman Iron Head Knife,2333,0.18,https://universalis.app/market/19531,1,2333,25199,240,White Crafters' Scrip
19532,Dzo Horn Needle,3462,0.25,https://universalis.app/market/19532,1,3462,25199,240,White Crafters' Scrip
19533,Doman Iron Alembic,18979,0.14,https://universalis.app/market/19533,1,18979,25199,240,White Crafters' Scrip
19534,Doman Iron Frypan,1742,0.21,https://universalis.app/market/19534,1,1742,25199,240,White Crafters' Scrip
19538,Doman Iron Claw Hammer,22000,0.11,https://universalis.app/market/19538,1,22000,25199,240,White Crafters' Scrip
19543,Pine Spinning Wheel,72433,0.14,https://universalis.app/market/19543,1,72433,25199,240,White Crafters' Scrip
19632,Kudzu Cap of Crafting,35000,0.07,https://universalis.app/market/19632,1,35000,25199,110,White Crafters' Scrip
19633,Kudzu Robe of Crafting,6397,0.39,https://universalis.app/market/19633,1,6397,25199,240,White Crafters' Scrip
19634,Durium Chaplets,26701,0.36,https://universalis.app/market/19634,1,26701,25199,110,White Crafters' Scrip
19635,Kudzu Culottes of Crafting,24477,0.68,https://universalis.app/market/19635,1,24477,25199,100,White Crafters' Scrip
19636,Tigerskin Boots of Crafting,24319,0.36,https://universalis.app/market/19636,1,24319,25199,100,White Crafters' Scrip
28724,Crafter's Delineation,471,139,https://universalis.app/market/28724,1,471,25199,15,White Crafters' Scrip
25062,Afterglow Orchestrion Roll,8562,0.32,https://universalis.app/market/25062,1,8562,25199,200,White Crafters' Scrip
25066,Harmony Orchestrion Roll,7983,0.18,https://universalis.app/market/25066,1,7983,25199,200,White Crafters' Scrip
24518,Pastry Cupboard,3612,0.82,https://universalis.app/market/24518,1,3612,25199,50,White Crafters' Scrip
24520,Fabric Rack,707,0.25,https://universalis.app/market/24520,1,707,25199,50,White Crafters' Scrip
24521,Potion Rack,13009,1.04,https://universalis.app/market/24521,1,13009,25199,50,White Crafters' Scrip
21281,On High Orchestrion Roll,6104,0.39,https://universalis.app/market/21281,1,6104,25199,200,White Crafters' Scrip
19840,Tea Brick,141,0.43,https://universalis.app/market/19840,1,141,25199,10,White Crafters' Scrip
19876,Koshu Pork,422,0.29,https://universalis.app/market/19876,1,422,25199,10,White Crafters' Scrip
21089,Secret Recipe Broth,379,4.5,https://universalis.app/market/21089,1,379,25199,10,White Crafters' Scrip
21301,Crimson Pepper,145,1.86,https://universalis.app/market/21301,1,145,25199,10,White Crafters' Scrip
21082,Gyr Abanian Alchemic,1400,1.11,https://universalis.app/market/21082,1,1400,25199,100,White Crafters' Scrip
22446,Honeydew Honey,380,1.39,https://universalis.app/market/22446,1,380,25199,10,White Crafters' Scrip
23181,Kingcraft Demimateria,2251,182.89,https://universalis.app/market/23181,1,2251,25199,25,White Crafters' Scrip
24281,Rooibos Leaves,18,0.46,https://universalis.app/market/24281,1,18,25199,10,White Crafters' Scrip
31320,Slithersand,8279,24.07,https://universalis.app/market/31320,1,8279,25199,250,White Crafters' Scrip
5702,Craftsman's Competence Materia IV,203,24.21,https://universalis.app/market/5702,1,203,25199,25,White Crafters' Scrip
5707,Craftsman's Cunning Materia IV,1127,57.32,https://universalis.app/market/5707,1,1127,25199,25,White Crafters' Scrip
5712,Craftsman's Command Materia IV,506,26.93,https://universalis.app/market/5712,1,506,25199,25,White Crafters' Scrip
5703,Craftsman's Competence Materia V,387,15.75,https://universalis.app/market/5703,1,387,25199,200,White Crafters' Scrip
5708,Craftsman's Cunning Materia V,6363,50.89,https://universalis.app/market/5708,1,6363,25199,200,White Crafters' Scrip
5713,Craftsman's Command Materia V,627,21.68,https://universalis.app/market/5713,1,627,25199,200,White Crafters' Scrip
18025,Craftsman's Competence Materia VI,281,16.25,https://universalis.app/market/18025,1,281,25199,200,White Crafters' Scrip
18026,Craftsman's Cunning Materia VI,781,27.79,https://universalis.app/market/18026,1,781,25199,200,White Crafters' Scrip
18027,Craftsman's Command Materia VI,259,14.57,https://universalis.app/market/18027,1,259,25199,200,White Crafters' Scrip
25194,Craftsman's Competence Materia VII,663,14.46,https://universalis.app/market/25194,1,663,25199,200,White Crafters' Scrip
25195,Craftsman's Cunning Materia VII,7665,315.25,https://universalis.app/market/25195,1,7665,25199,200,White Crafters' Scrip
25196,Craftsman's Command Materia VII,1282,16.61,https://universalis.app/market/25196,1,1282,25199,200,White Crafters' Scrip
26735,Craftsman's Competence Materia VIII,222,15.21,https://universalis.app/market/26735,1,222,25199,250,White Crafters' Scrip
26736,Craftsman's Cunning Materia VIII,392,21.61,https://universalis.app/market/26736,1,392,25199,250,White Crafters' Scrip
26737,Craftsman's Command Materia VIII,838,29.04,https://universalis.app/market/26737,1,838,25199,250,White Crafters' Scrip
33925,Craftsman's Competence Materia IX,2461,255.43,https://universalis.app/market/33925,1,2461,25199,250,White Crafters' Scrip
33926,Craftsman's Cunning Materia IX,4462,231.86,https://universalis.app/market/33926,1,4462,25199,250,White Crafters' Scrip
33927,Craftsman's Command Materia IX,6764,589.29,https://universalis.app/market/33927,1,6764,25199,250,White Crafters' Scrip
5703,Craftsman's Competence Materia V,387,15.75,https://universalis.app/market/5703,1,387,16783,1,Mhachi Demimatter
5708,Craftsman's Cunning Materia V,6363,50.89,https://universalis.app/market/5708,1,6363,16783,1,Mhachi Demimatter
5713,Craftsman's Command Materia V,627,21.68,https://universalis.app/market/5713,1,627,16783,1,Mhachi Demimatter
18025,Craftsman's Competence Materia VI,281,16.25,https://universalis.app/market/18025,1,281,18031,1,Cracked Crystal
18026,Craftsman's Cunning Materia VI,781,27.79,https://universalis.app/market/18026,1,781,18031,1,Cracked Crystal
18027,Craftsman's Command Materia VI,259,14.57,https://universalis.app/market/18027,1,259,18031,1,Cracked Crystal
25194,Craftsman's Competence Materia VII,663,14.46,https://universalis.app/market/25194,1,663,26820,1,Cracked Planicrystal
25195,Craftsman's Cunning Materia VII,7665,315.25,https://universalis.app/market/25195,1,7665,26820,1,Cracked Planicrystal
25196,Craftsman's Command Materia VII,1282,16.61,https://universalis.app/market/25196,1,1282,26820,1,Cracked Planicrystal
26735,Craftsman's Competence Materia VIII,222,15.21,https://universalis.app/market/26735,1,222,26822,1,Cracked Stellacrystal
26736,Craftsman's Cunning Materia VIII,392,21.61,https://universalis.app/market/26736,1,392,26822,1,Cracked Stellacrystal
26737,Craftsman's Command Materia VIII,838,29.04,https://universalis.app/market/26737,1,838,26822,1,Cracked Stellacrystal
33925,Craftsman's Competence Materia IX,2461,255.43,https://universalis.app/market/33925,1,2461,36026,1,Cracked Dendrocrystal
33926,Craftsman's Cunning Materia IX,4462,231.86,https://universalis.app/market/33926,1,4462,36026,1,Cracked Dendrocrystal
33927,Craftsman's Command Materia IX,6764,589.29,https://universalis.app/market/33927,1,6764,36026,1,Cracked Dendrocrystal
33938,Craftsman's Competence Materia X,6394,149.43,https://universalis.app/market/33938,1,6394,36028,1,Cracked Anthocrystal
33939,Craftsman's Cunning Materia X,1246,108.18,https://universalis.app/market/33939,1,1246,36028,1,Cracked Anthocrystal
33940,Craftsman's Command Materia X,11880,301.21,https://universalis.app/market/33940,1,11880,36028,1,Cracked Anthocrystal
19535,Doman Iron Pickaxe,3575,0.64,https://universalis.app/market/19535,1,3575,25200,240,White Gatherers' Scrip
19536,Doman Iron Hatchet,7666,0.29,https://universalis.app/market/19536,1,7666,25200,240,White Gatherers' Scrip
19537,Pine Fishing Rod,10442,0.54,https://universalis.app/market/19537,1,10442,25200,240,White Gatherers' Scrip
19637,Tigerskin Cap of Gathering,23497,0.43,https://universalis.app/market/19637,1,23497,25200,180,White Gatherers' Scrip
19638,Kudzu Coat of Gathering,16286,0.36,https://universalis.app/market/19638,1,16286,25200,240,White Gatherers' Scrip
19639,Tigerskin Fingerless Gloves of Gathering,40000,0.07,https://universalis.app/market/19639,1,40000,25200,120,White Gatherers' Scrip
19640,Kudzu Culottes of Gathering,42117,0.29,https://universalis.app/market/19640,1,42117,25200,90,White Gatherers' Scrip
19641,Tigerskin Boots of Gathering,76095,0.25,https://universalis.app/market/19641,1,76095,25200,90,White Gatherers' Scrip
20616,Silkworm,9,17.68,https://universalis.app/market/20616,1,9,25200,1,White Gatherers' Scrip
20618,Bream Lure,1596,1.11,https://universalis.app/market/20618,1,1596,25200,15,White Gatherers' Scrip
20619,Suspending Minnow,9807,5.39,https://universalis.app/market/20619,1,9807,25200,15,White Gatherers' Scrip
20675,Stonefly Larva,929,94.5,https://universalis.app/market/20675,1,929,25200,1,White Gatherers' Scrip
20676,Blue Bobbit,924,87.5,https://universalis.app/market/20676,1,924,25200,1,White Gatherers' Scrip
25064,The Stone Remembers Orchestrion Roll,17250,0.07,https://universalis.app/market/25064,1,17250,25200,200,White Gatherers' Scrip
25065,Old Wounds Orchestrion Roll,34999,0.11,https://universalis.app/market/25065,1,34999,25200,200,White Gatherers' Scrip
24516,Fruit Stall,8751,0.18,https://universalis.app/market/24516,1,8751,25200,50,White Gatherers' Scrip
24517,Vegetable Stall,18213,0.21,https://universalis.app/market/24517,1,18213,25200,50,White Gatherers' Scrip
24519,Mineral Display,10410,0.36,https://universalis.app/market/24519,1,10410,25200,50,White Gatherers' Scrip
27298,Carpet of Flowers,10156,4.32,https://universalis.app/market/27298,1,10156,25200,75,White Gatherers' Scrip
28931,Small Angler's Canvas,16860,1.29,https://universalis.app/market/28931,1,16860,25200,150,White Gatherers' Scrip
28932,Medium Angler's Canvas,8984,0.89,https://universalis.app/market/28932,1,8984,25200,225,White Gatherers' Scrip
28933,Large Angler's Canvas,13249,0.21,https://universalis.app/market/28933,1,13249,25200,375,White Gatherers' Scrip
28934,Extra Large Angler's Canvas,6812,0.32,https://universalis.app/market/28934,1,6812,25200,600,White Gatherers' Scrip
